number,date,time,gender,age,accuracy,nationality1,accuracy,nationality2,accuracy,nationality3,accuracy,direction
1409,2024年10月30日,15:55,1,6,0.03,1,0.51,0,0.92,1,0.39,0.28
1410,2024年10月30日,15:56,1,59,0.89,0,0.67,1,0.54,0,0.30,0.76
1411,2024年10月30日,15:57,0,88,0.06,1,0.50,0,0.02,0,0.93,0.34
1412,2024年10月30日,15:57,0,13,0.13,1,0.68,0,0.12,1,0.37,0.07
1413,2024年10月30日,15:58,1,78,0.89,0,0.64,1,0.72,0,0.18,0.66
1414,2024年10月30日,15:58,1,97,0.10,1,0.98,0,0.67,0,0.16,0.09
1415,2024年10月30日,15:58,1,92,0.89,0,0.52,1,0.76,1,0.66,0.29
1416,2024年10月30日,15:59,0,40,0.55,0,0.68,1,0.89,0,0.99,0.02
1417,2024年10月30日,15:59,0,23,0.85,0,0.68,1,0.85,0,0.39,0.74
1418,2024年10月30日,15:59,0,15,0.33,0,0.61,1,0.19,0,0.43,0.72
1419,2024年10月30日,16:01,1,94,0.58,0,0.82,1,0.47,0,0.41,0.34
1420,2024年10月30日,16:01,0,4,0.25,1,0.01,0,0.64,1,0.25,0.40
1421,2024年10月30日,16:02,0,87,0.93,0,0.57,1,0.35,1,0.84,0.98
1422,2024年10月30日,16:02,0,35,0.14,1,0.41,0,0.74,1,0.87,0.40
1423,2024年10月30日,16:02,1,41,0.74,0,0.79,1,0.91,1,0.24,0.99
1424,2024年10月30日,16:04,0,75,0.74,0,0.78,1,0.64,0,0.83,0.58
1425,2024年10月30日,16:05,0,89,0.08,1,0.89,0,0.19,1,0.44,0.85
1426,2024年10月30日,16:05,1,53,0.56,0,0.63,1,0.31,0,0.84,0.04
1427,2024年10月30日,16:06,1,12,0.80,0,0.39,1,0.13,0,0.86,0.35
1428,2024年10月30日,16:06,1,39,0.64,0,0.14,1,0.43,0,0.42,0.66
1429,2024年10月30日,16:07,0,35,0.03,1,0.34,0,0.32,1,0.80,0.07
1430,2024年10月30日,16:08,1,1,0.83,0,0.12,1,0.04,0,0.48,0.42
1431,2024年10月30日,16:09,1,58,0.79,0,0.18,1,0.84,1,0.10,0.76
1432,2024年10月30日,16:10,0,17,0.89,0,0.56,1,0.97,1,0.18,0.38
1433,2024年10月30日,16:10,1,58,0.46,0,0.33,1,0.32,1,0.77,0.68
1434,2024年10月30日,16:13,0,59,0.64,0,0.38,1,0.16,0,0.36,0.50
1435,2024年10月30日,16:13,0,3,0.90,0,0.81,1,0.29,1,0.99,0.26
1436,2024年10月30日,16:14,1,93,0.78,0,0.22,1,0.62,0,0.80,0.82
1437,2024年10月30日,16:14,0,90,0.01,1,0.69,0,0.33,0,0.81,0.64
1438,2024年10月30日,16:14,1,42,0.40,0,0.87,1,0.45,0,0.81,0.26
1439,2024年10月30日,16:15,0,81,0.64,0,0.64,1,0.70,0,0.02,0.42
1440,2024年10月30日,16:15,1,25,0.62,0,0.72,1,0.28,1,0.77,0.77
1441,2024年10月30日,16:15,0,6,0.87,0,0.29,1,0.97,0,0.77,0.80
1442,2024年10月30日,16:16,1,7,0.06,1,0.18,0,0.27,0,0.89,0.99
1443,2024年10月30日,16:16,1,45,0.22,1,0.68,0,0.67,0,0.56,0.03
1444,2024年10月30日,16:17,0,25,0.03,1,0.24,0,0.64,0,0.48,0.96
1445,2024年10月30日,16:17,1,45,0.92,0,0.69,1,0.22,1,0.98,0.08
1446,2024年10月30日,16:18,1,86,0.09,1,0.12,0,0.51,0,0.49,0.24
1447,2024年10月30日,16:18,0,48,0.68,0,0.61,1,0.58,0,0.55,0.35
1448,2024年10月30日,16:19,1,30,0.48,0,0.72,1,0.54,0,0.45,0.17
1449,2024年10月30日,16:19,1,99,0.73,0,0.63,1,0.39,0,0.07,0.31
1450,2024年10月30日,16:19,0,91,0.19,1,0.02,0,0.59,0,0.47,0.14
1451,2024年10月30日,16:20,1,33,0.93,0,0.97,1,0.59,1,0.33,0.62
1452,2024年10月30日,16:20,0,58,0.84,0,0.97,1,0.03,0,0.61,0.84
1453,2024年10月30日,16:21,1,6,0.39,0,0.58,1,0.19,0,0.43,0.80
1454,2024年10月30日,16:22,0,61,0.78,0,0.56,1,0.42,0,0.67,0.36
1455,2024年10月30日,16:22,0,86,0.34,0,0.03,1,0.17,0,0.59,0.10
1456,2024年10月30日,16:22,1,49,0.68,0,0.84,1,0.93,1,0.80,0.77
1457,2024年10月30日,16:23,1,85,0.80,0,0.08,1,0.31,0,0.13,0.48
1458,2024年10月30日,16:23,0,5,0.40,0,0.60,1,0.37,1,0.77,0.74
1459,2024年10月30日,16:25,1,96,0.31,0,0.76,1,0.87,0,0.26,0.76
1460,2024年10月30日,16:27,1,29,0.15,1,0.69,0,0.39,0,0.77,0.74
1461,2024年10月30日,16:27,1,49,0.23,1,0.59,0,0.64,1,0.53,0.57
1462,2024年10月30日,16:28,0,11,0.06,1,0.29,0,0.11,0,0.77,0.65
1463,2024年10月30日,16:28,1,81,0.49,0,0.35,1,0.75,0,0.40,0.77
1464,2024年10月30日,16:28,0,92,0.60,0,0.66,1,0.33,0,0.13,0.65
1465,2024年10月30日,16:29,1,34,0.88,0,0.91,1,0.71,1,0.90,0.02
1466,2024年10月30日,16:29,1,66,0.20,1,0.98,0,0.44,0,0.92,0.34
1467,2024年10月30日,16:29,0,88,0.62,0,0.36,1,0.21,0,0.22,0.40
1468,2024年10月30日,16:29,0,2,0.69,0,0.47,1,0.11,0,0.64,0.77
1469,2024年10月30日,16:30,0,3,0.87,0,0.85,1,0.42,1,0.94,0.62
1470,2024年10月30日,16:31,1,90,0.18,1,0.78,0,0.65,0,0.76,0.45
1471,2024年10月30日,16:31,0,7,0.59,0,0.37,1,0.99,0,0.70,0.04
1472,2024年10月30日,16:31,1,32,0.92,0,0.27,1,0.80,1,0.88,0.61
1473,2024年10月30日,16:32,0,5,0.73,0,0.10,1,0.33,0,0.89,0.50
1474,2024年10月30日,16:32,0,62,0.32,0,1.00,1,0.28,0,0.18,0.29
1475,2024年10月30日,16:33,1,37,0.94,0,0.08,1,0.57,0,0.86,0.32
1476,2024年10月30日,16:33,0,50,0.66,0,0.56,1,0.50,0,0.50,0.31
1477,2024年10月30日,16:34,0,35,0.83,0,0.99,1,0.66,1,0.91,0.58
1478,2024年10月30日,16:34,0,49,0.40,0,0.22,1,0.65,0,0.55,0.75
1479,2024年10月30日,16:35,1,83,0.92,0,0.41,1,0.73,1,0.56,0.04
1480,2024年10月30日,16:35,0,42,0.65,0,0.39,1,0.18,0,0.10,0.73
1481,2024年10月30日,16:35,1,65,0.74,0,0.99,1,0.51,0,0.56,0.77
1482,2024年10月30日,16:37,0,95,0.26,1,0.87,0,0.22,1,0.36,0.87
1483,2024年10月30日,16:38,1,99,0.47,0,0.14,1,0.12,0,0.46,0.49
1484,2024年10月30日,16:38,0,91,0.12,1,0.67,0,0.66,0,0.46,0.05
1485,2024年10月30日,16:38,0,89,0.04,1,0.73,0,0.29,1,0.94,0.64
1486,2024年10月30日,16:39,0,14,0.18,1,0.33,0,0.95,0,0.34,0.05
1487,2024年10月30日,16:39,0,21,0.94,0,0.22,1,0.78,0,0.79,0.44
1488,2024年10月30日,16:40,0,62,0.61,0,0.44,1,0.40,1,0.09,0.03
1489,2024年10月30日,16:41,1,73,0.69,0,0.39,1,0.82,0,0.11,0.11
1490,2024年10月30日,16:41,1,25,0.61,0,0.89,1,0.75,0,0.67,0.26
1491,2024年10月30日,16:42,0,66,0.87,0,0.46,1,0.75,0,0.83,0.04
1492,2024年10月30日,16:42,1,8,0.58,0,0.93,1,0.80,0,0.41,0.83
1493,2024年10月30日,16:42,0,51,0.52,0,0.12,1,0.82,0,0.99,0.06
1494,2024年10月30日,16:45,0,83,0.65,0,0.04,1,0.79,1,0.25,0.60
1495,2024年10月30日,16:46,1,67,0.81,0,0.84,1,0.17,1,0.86,0.96
1496,2024年10月30日,16:46,1,28,0.59,0,0.56,1,0.62,1,0.18,0.28
1497,2024年10月30日,16:48,0,20,0.72,0,0.00,1,0.79,0,0.34,0.26
1498,2024年10月30日,16:48,1,11,0.89,0,0.81,1,0.33,0,0.07,0.39
1499,2024年10月30日,16:50,0,23,0.84,0,0.27,1,0.63,0,0.23,0.02
1500,2024年10月30日,16:50,1,40,0.72,0,0.72,1,0.12,0,0.13,0.26
1501,2024年10月30日,16:51,0,73,0.73,0,0.31,1,0.17,0,0.55,0.79
1502,2024年10月30日,16:53,0,20,0.43,0,0.14,1,0.22,0,0.24,0.51
1503,2024年10月30日,16:53,1,53,0.47,0,0.62,1,0.95,1,0.41,0.96
1504,2024年10月30日,16:53,1,32,0.70,0,0.28,1,0.51,0,0.93,0.40
1505,2024年10月30日,16:53,1,73,0.18,1,0.28,0,0.26,0,0.01,0.30
1506,2024年10月30日,16:55,1,9,0.80,0,0.39,1,0.86,0,0.72,0.08
1507,2024年10月30日,16:56,1,8,0.52,0,0.67,1,0.11,1,0.05,0.75
1508,2024年10月30日,16:57,0,62,0.74,0,0.68,1,0.53,1,0.37,0.53
1509,2024年10月30日,16:58,1,25,0.29,1,0.23,0,0.23,1,0.75,0.88
1510,2024年10月30日,16:58,1,15,0.94,0,0.61,1,0.79,1,0.15,0.34
1511,2024年10月30日,17:00,1,91,0.35,0,0.51,1,0.60,0,0.88,0.89
1512,2024年10月30日,17:00,0,17,0.78,0,0.40,1,0.91,1,0.80,0.24
1513,2024年10月30日,17:01,1,85,0.71,0,0.58,1,0.61,0,0.31,0.66
1514,2024年10月30日,17:01,0,65,0.59,0,0.49,1,0.59,1,0.76,0.64
1515,2024年10月30日,17:02,1,14,0.45,0,0.67,1,0.02,1,0.71,0.36
1516,2024年10月30日,17:02,1,45,0.38,0,0.20,1,0.61,0,0.45,0.04
1517,2024年10月30日,17:03,0,48,0.09,1,0.81,0,0.46,0,0.72,0.36
1518,2024年10月30日,17:03,1,52,0.66,0,0.76,1,0.11,1,0.18,0.81
1519,2024年10月30日,17:03,0,43,0.92,0,0.77,1,0.47,1,0.45,0.89
1520,2024年10月30日,17:05,1,8,0.00,1,0.73,0,0.40,1,0.72,0.87
1521,2024年10月30日,17:05,1,29,0.56,0,0.56,1,0.62,0,0.77,0.13
1522,2024年10月30日,17:06,1,10,0.68,0,0.28,1,0.58,0,0.29,0.24
1523,2024年10月30日,17:07,0,94,0.27,1,0.16,0,0.39,1,0.97,0.11
1524,2024年10月30日,17:07,1,95,0.73,0,0.60,1,0.73,0,0.80,0.29
1525,2024年10月30日,17:08,0,29,0.88,0,0.24,1,0.30,1,0.85,0.30
1526,2024年10月30日,17:08,1,74,0.47,0,0.87,1,0.00,0,0.75,0.91
1527,2024年10月30日,17:08,1,76,0.02,1,0.99,0,0.85,0,0.20,0.10
1528,2024年10月30日,17:09,1,99,0.35,0,0.28,1,0.00,0,0.37,0.42
1529,2024年10月30日,17:09,1,71,0.13,1,0.45,0,0.29,0,0.05,0.10
1530,2024年10月30日,17:09,0,77,0.51,0,0.06,1,0.37,1,0.28,0.52
1531,2024年10月30日,17:10,0,59,0.77,0,0.24,1,0.92,0,0.94,0.60
1532,2024年10月30日,17:10,1,12,0.38,0,0.20,1,0.79,1,0.73,0.06
1533,2024年10月30日,17:11,1,95,0.49,0,0.38,1,0.82,1,0.75,0.59
1534,2024年10月30日,17:12,1,36,0.13,1,0.05,0,0.70,0,0.38,0.54
1535,2024年10月30日,17:12,1,81,0.63,0,1.00,1,0.50,1,0.91,0.84
1536,2024年10月30日,17:14,0,19,0.09,1,0.54,0,0.07,0,0.78,0.15
1537,2024年10月30日,17:14,1,41,0.60,0,0.63,1,0.96,0,0.16,0.42
1538,2024年10月30日,17:14,1,30,0.43,0,0.02,1,0.65,0,0.89,0.23
1539,2024年10月30日,17:14,1,72,0.46,0,0.04,1,0.22,0,0.86,0.39
1540,2024年10月30日,17:15,0,82,0.89,0,0.24,1,0.90,0,0.21,0.49
1541,2024年10月30日,17:16,1,31,0.19,1,0.74,0,0.58,0,0.94,0.07
1542,2024年10月30日,17:18,0,63,0.72,0,0.96,1,0.53,0,0.31,0.89
1543,2024年10月30日,17:19,1,64,0.05,1,0.56,0,0.08,1,0.50,0.16
1544,2024年10月30日,17:19,0,64,0.62,0,0.56,1,0.82,0,0.87,0.88
1545,2024年10月30日,17:20,0,51,0.33,0,0.01,1,0.89,0,0.46,0.14
1546,2024年10月30日,17:22,0,33,0.41,0,0.78,1,0.09,0,0.88,0.15
1547,2024年10月30日,17:23,1,16,0.78,0,0.98,1,0.02,0,0.21,0.55
1548,2024年10月30日,17:24,1,54,0.27,1,0.26,0,0.70,0,0.03,0.92
1549,2024年10月30日,17:24,1,13,0.83,0,0.73,1,0.12,1,0.97,0.91
1550,2024年10月30日,17:25,1,42,0.63,0,0.86,1,0.88,0,0.25,0.03
1551,2024年10月30日,17:25,1,2,0.08,1,0.24,0,0.47,0,0.07,0.84
1552,2024年10月30日,17:27,1,24,0.88,0,0.06,1,0.62,1,0.46,0.10
1553,2024年10月30日,17:28,0,85,0.48,0,0.37,1,0.37,1,0.42,0.75
1554,2024年10月30日,17:28,1,15,0.66,0,0.46,1,0.24,0,0.78,0.13
1555,2024年10月30日,17:29,1,86,0.03,1,0.35,0,0.89,1,0.28,0.69
1556,2024年10月30日,17:30,1,39,0.01,1,0.30,0,0.35,1,0.10,0.48
1557,2024年10月30日,17:31,0,94,0.60,0,0.12,1,0.41,1,0.46,0.19
1558,2024年10月30日,17:32,0,64,0.84,0,0.23,1,0.61,1,0.59,0.31
1559,2024年10月30日,17:34,1,41,0.96,0,0.72,1,0.08,0,0.76,0.30
1560,2024年10月30日,17:34,1,75,0.21,1,0.88,0,0.69,0,0.86,0.55
1561,2024年10月30日,17:34,1,48,0.45,0,0.79,1,0.69,1,0.24,0.32
1562,2024年10月30日,17:35,1,90,0.38,0,0.97,1,0.06,0,0.29,0.93
1563,2024年10月30日,17:37,1,97,0.06,1,0.21,0,0.59,0,0.65,0.54
1564,2024年10月30日,17:37,0,53,0.69,0,0.07,1,0.47,0,0.60,0.04
1565,2024年10月30日,17:39,1,75,0.08,1,0.47,0,0.37,0,0.25,0.76
1566,2024年10月30日,17:41,1,57,0.67,0,0.95,1,0.71,1,0.27,0.72
1567,2024年10月30日,17:41,0,25,0.21,1,0.11,0,0.67,1,0.18,0.66
1568,2024年10月30日,17:42,1,43,0.72,0,0.41,1,0.85,0,0.61,0.87
1569,2024年10月30日,17:43,1,4,0.37,0,0.41,1,0.40,0,0.49,0.85
1570,2024年10月30日,17:44,1,41,0.71,0,0.24,1,0.85,0,0.20,0.69
1571,2024年10月30日,17:44,1,25,0.23,1,0.41,0,0.23,0,0.65,0.40
1572,2024年10月30日,17:45,1,95,0.53,0,0.46,1,0.10,0,0.17,0.84
1573,2024年10月30日,17:46,1,33,0.67,0,0.67,1,0.77,1,0.24,0.01
1574,2024年10月30日,17:46,0,30,0.03,1,0.24,0,0.90,0,0.65,0.45
1575,2024年10月30日,17:46,1,16,0.71,0,0.39,1,0.13,0,0.32,0.49
1576,2024年10月30日,17:47,0,3,0.04,1,0.27,0,0.97,1,0.27,0.37
1577,2024年10月30日,17:48,1,51,0.71,0,0.86,1,0.08,0,0.97,0.10
1578,2024年10月30日,17:49,0,8,0.60,0,0.30,1,0.74,0,0.68,0.69
1579,2024年10月30日,17:49,1,45,0.13,1,0.80,0,0.29,1,0.27,0.02
1580,2024年10月30日,17:51,1,2,0.20,1,0.48,0,0.74,0,0.62,0.90
1581,2024年10月30日,17:52,0,98,0.92,0,0.58,1,0.11,0,0.67,0.37
1582,2024年10月30日,17:52,0,71,0.27,1,0.95,0,0.96,1,0.94,0.29
1583,2024年10月30日,17:52,0,42,0.38,0,0.16,1,0.10,0,0.60,0.86
1584,2024年10月30日,17:53,1,37,0.22,1,0.47,0,0.55,0,0.90,0.31
1585,2024年10月30日,17:53,1,88,0.31,0,0.52,1,0.59,1,0.53,0.58
1586,2024年10月30日,17:53,0,8,0.91,0,0.95,1,0.10,0,0.49,0.51
1587,2024年10月30日,17:55,0,64,0.85,0,0.30,1,0.12,0,0.56,0.85
1588,2024年10月30日,17:55,1,46,0.68,0,0.79,1,0.09,1,0.49,0.68
1589,2024年10月30日,17:55,1,76,0.70,0,0.77,1,0.22,0,0.70,0.37
1590,2024年10月30日,17:55,1,43,0.70,0,0.13,1,0.86,0,0.42,0.40
1591,2024年10月30日,17:55,1,80,0.26,1,0.46,0,0.10,1,0.31,0.10
1592,2024年10月30日,17:55,1,40,0.92,0,0.03,1,0.82,0,0.15,0.64
1593,2024年10月30日,17:56,0,99,0.73,0,0.09,1,0.35,0,0.19,0.16
1594,2024年10月30日,17:56,0,61,0.56,0,0.27,1,0.63,1,0.47,0.70
1595,2024年10月30日,17:57,1,41,0.12,1,0.58,0,0.84,0,0.73,0.79
1596,2024年10月30日,17:57,0,12,0.13,1,0.55,0,0.95,0,0.41,0.29
1597,2024年10月30日,17:59,1,58,0.88,0,0.18,1,0.01,1,0.12,0.01
1598,2024年10月30日,18:00,0,66,0.37,0,0.26,1,0.64,1,0.51,0.19
1599,2024年10月30日,18:01,0,34,0.04,1,0.47,0,0.48,1,0.36,0.21
1600,2024年10月30日,18:02,1,53,0.44,0,0.26,1,0.34,0,0.64,0.35
1601,2024年10月30日,18:03,0,38,0.46,0,0.08,1,0.94,0,0.21,0.97
1602,2024年10月30日,18:03,0,77,0.78,0,0.44,1,0.78,0,0.39,0.29
1603,2024年10月30日,18:04,1,55,0.73,0,0.31,1,0.98,0,0.52,0.71
1604,2024年10月30日,18:04,1,19,0.23,1,0.95,0,0.49,0,0.53,0.14
1605,2024年10月30日,18:05,1,43,0.19,1,0.15,0,0.79,1,0.50,0.75
1606,2024年10月30日,18:05,1,25,0.18,1,0.04,0,0.39,1,0.47,0.74
1607,2024年10月30日,18:05,0,11,0.87,0,0.98,1,0.13,1,0.13,0.96
1608,2024年10月30日,18:05,1,53,0.97,0,0.21,1,0.98,0,0.11,0.98
1609,2024年10月30日,18:06,1,46,0.75,0,0.31,1,0.36,0,0.60,0.64
1610,2024年10月30日,18:06,0,57,0.21,1,0.76,0,0.79,0,0.57,0.92
1611,2024年10月30日,18:06,0,70,0.32,0,0.24,1,0.36,1,0.17,0.58
1612,2024年10月30日,18:08,1,71,0.46,0,0.72,1,0.94,1,0.34,0.28
1613,2024年10月30日,18:08,0,16,0.89,0,0.49,1,0.02,0,0.33,0.35
1614,2024年10月30日,18:09,0,14,0.20,1,0.77,0,0.11,1,0.04,0.79
1615,2024年10月30日,18:09,0,65,0.84,0,0.34,1,0.13,0,0.14,0.10
1616,2024年10月30日,18:10,0,13,0.12,1,0.25,0,0.21,1,0.91,0.53
1617,2024年10月30日,18:10,1,97,0.24,1,0.87,0,0.29,0,0.06,0.76
1618,2024年10月30日,18:10,0,68,0.27,1,0.76,0,0.69,1,0.62,0.72
1619,2024年10月30日,18:10,1,58,0.33,0,0.24,1,0.75,0,0.57,0.87
1620,2024年10月30日,18:13,0,92,0.36,0,0.97,1,0.58,0,0.94,0.13
1621,2024年10月30日,18:13,1,22,0.34,0,0.16,1,0.40,0,0.71,0.03
1622,2024年10月30日,18:13,0,49,0.50,0,0.42,1,0.77,0,0.33,0.03
1623,2024年10月30日,18:14,1,30,0.12,1,0.12,0,0.26,1,0.88,0.12
1624,2024年10月30日,18:14,1,50,0.13,1,0.49,0,0.92,0,0.26,0.89
1625,2024年10月30日,18:14,0,28,0.37,0,0.43,1,0.88,0,0.38,0.20
1626,2024年10月30日,18:15,0,96,0.43,0,0.79,1,0.95,0,0.10,0.40
1627,2024年10月30日,18:17,1,46,0.77,0,0.48,1,0.51,0,0.84,0.91
1628,2024年10月30日,18:17,0,2,0.70,0,0.97,1,0.52,1,0.38,0.79
1629,2024年10月30日,18:18,0,66,0.18,1,0.84,0,0.97,1,0.84,0.61
1630,2024年10月30日,18:19,1,79,0.37,0,0.00,1,0.12,1,0.54,0.76
1631,2024年10月30日,18:19,0,40,0.96,0,0.27,1,0.20,1,0.99,0.16
1632,2024年10月30日,18:20,0,83,0.45,0,0.47,1,0.07,1,0.31,0.33
1633,2024年10月30日,18:20,1,99,0.45,0,0.58,1,0.14,0,0.14,0.51
1634,2024年10月30日,18:21,0,97,0.71,0,0.65,1,0.59,1,0.89,0.10
1635,2024年10月30日,18:22,0,98,0.68,0,0.20,1,0.96,0,0.19,0.05
1636,2024年10月30日,18:22,1,69,0.16,1,0.56,0,0.28,0,0.19,0.06
1637,2024年10月30日,18:22,0,21,0.46,0,0.83,1,0.26,0,0.33,0.17
1638,2024年10月30日,18:23,0,19,0.36,0,0.50,1,0.58,0,0.86,0.75
1639,2024年10月30日,18:23,1,82,0.32,0,0.48,1,0.15,0,0.38,0.51
1640,2024年10月30日,18:24,1,92,0.45,0,0.51,1,0.15,0,0.02,0.57
1641,2024年10月30日,18:24,0,0,0.27,1,0.45,0,0.49,1,0.96,0.34
1642,2024年10月30日,18:25,1,79,0.60,0,0.86,1,0.69,0,0.83,0.55
1643,2024年10月30日,18:26,1,10,0.38,0,0.50,1,0.67,0,0.95,0.95
1644,2024年10月30日,18:26,1,60,0.03,1,0.00,0,0.29,1,0.79,0.86
1645,2024年10月30日,18:27,1,84,0.55,0,0.31,1,0.13,0,0.17,0.17
1646,2024年10月30日,18:27,1,42,0.59,0,0.49,1,0.33,1,0.37,0.26
1647,2024年10月30日,18:28,1,14,0.31,0,0.70,1,0.23,1,0.87,0.24
1648,2024年10月30日,18:28,0,96,0.77,0,0.91,1,0.22,0,0.86,0.01
1649,2024年10月30日,18:28,0,91,0.27,1,0.85,0,0.71,0,0.67,0.47
1650,2024年10月30日,18:30,1,34,0.92,0,0.62,1,0.56,1,0.83,0.28
1651,2024年10月30日,18:31,1,35,0.79,0,0.93,1,0.86,1,0.03,0.92
1652,2024年10月30日,18:33,0,30,0.09,1,0.68,0,0.13,0,0.92,0.85
1653,2024年10月30日,18:33,1,6,0.61,0,0.41,1,0.94,1,0.10,0.99
1654,2024年10月30日,18:34,1,98,0.94,0,0.81,1,0.72,0,0.80,0.55
1655,2024年10月30日,18:36,0,41,0.59,0,0.39,1,0.92,0,0.69,0.66
1656,2024年10月30日,18:37,0,54,0.07,1,0.98,0,0.77,1,0.92,0.92
1657,2024年10月30日,18:37,0,99,0.08,1,0.67,0,0.23,0,0.97,0.34
1658,2024年10月30日,18:37,0,56,0.22,1,0.57,0,0.11,0,0.23,0.51
1659,2024年10月30日,18:38,0,9,0.47,0,0.33,1,0.76,0,0.85,0.74
1660,2024年10月30日,18:38,0,13,0.20,1,0.87,0,0.62,0,0.09,0.77
1661,2024年10月30日,18:41,0,51,0.49,0,0.44,1,0.40,0,0.91,0.67
1662,2024年10月30日,18:41,0,96,0.79,0,0.22,1,0.90,0,0.89,0.77
1663,2024年10月30日,18:41,1,74,0.61,0,0.62,1,0.38,0,0.55,0.87
1664,2024年10月30日,18:42,1,21,0.13,1,0.07,0,0.66,0,0.63,0.79
1665,2024年10月30日,18:42,1,40,0.96,0,0.92,1,0.69,0,0.63,0.95
1666,2024年10月30日,18:42,0,33,0.16,1,0.08,0,0.00,0,0.26,0.81
1667,2024年10月30日,18:43,0,20,0.58,0,0.63,1,0.94,0,0.41,1.00
1668,2024年10月30日,18:44,1,87,1.00,0,0.98,1,0.33,0,0.39,0.27
1669,2024年10月30日,18:45,1,88,0.77,0,0.67,1,0.63,0,0.02,0.24
1670,2024年10月30日,18:46,1,32,0.76,0,0.03,1,0.50,1,0.05,0.73
1671,2024年10月30日,18:47,0,2,0.86,0,0.03,1,0.62,0,0.48,1.00
1672,2024年10月30日,18:48,1,71,0.96,0,0.32,1,0.38,1,0.05,0.23
1673,2024年10月30日,18:49,1,14,0.83,0,0.42,1,0.58,1,0.36,0.81
1674,2024年10月30日,18:49,0,27,0.30,1,0.82,0,0.02,0,0.72,0.32
1675,2024年10月30日,18:50,0,85,0.13,1,0.92,0,0.32,0,0.27,0.96
1676,2024年10月30日,18:50,0,97,0.84,0,0.94,1,0.01,0,0.65,0.66
1677,2024年10月30日,18:50,1,70,0.74,0,0.94,1,0.11,0,0.41,0.60
1678,2024年10月30日,18:51,1,78,0.10,1,0.58,0,0.18,1,0.21,0.66
1679,2024年10月30日,18:51,1,99,0.05,1,0.58,0,0.70,0,0.48,0.65
1680,2024年10月30日,18:52,0,60,0.74,0,0.59,1,0.11,1,0.39,0.18
1681,2024年10月30日,18:53,0,43,0.27,1,0.86,0,0.73,0,0.63,0.27
1682,2024年10月30日,18:53,1,81,0.88,0,0.08,1,0.47,0,0.08,0.57
1683,2024年10月30日,18:53,0,68,0.99,0,0.04,1,0.01,0,0.21,0.90
1684,2024年10月30日,18:54,1,10,0.58,0,0.97,1,0.49,1,0.45,0.91
1685,2024年10月30日,18:55,1,68,0.22,1,0.70,0,0.69,1,0.16,0.40
1686,2024年10月30日,18:58,0,62,0.57,0,0.78,1,0.47,0,0.52,0.78
1687,2024年10月30日,18:59,1,99,0.25,1,0.94,0,0.38,0,0.18,0.49
1688,2024年10月30日,18:59,1,21,0.70,0,0.55,1,0.13,0,0.46,0.14
1689,2024年10月30日,19:00,1,77,0.47,0,0.45,1,0.87,1,0.09,0.47
1690,2024年10月30日,19:00,1,80,0.29,1,0.86,0,0.78,0,0.09,0.92
1691,2024年10月30日,19:00,0,34,0.83,0,0.15,1,0.12,1,0.09,0.24
1692,2024年10月30日,19:00,1,72,0.93,0,0.12,1,0.59,1,0.68,0.52
1693,2024年10月30日,19:01,1,24,0.31,0,0.85,1,0.42,0,0.75,0.49
1694,2024年10月30日,19:02,0,68,0.33,0,0.76,1,0.34,0,0.80,0.18
1695,2024年10月30日,19:03,0,91,0.78,0,0.29,1,0.70,1,0.37,0.12
1696,2024年10月30日,19:03,1,2,0.34,0,0.31,1,0.60,0,0.84,0.67
1697,2024年10月30日,19:03,1,34,0.38,0,0.27,1,0.48,1,0.62,0.53
1698,2024年10月30日,19:03,0,38,0.03,1,0.52,0,0.87,1,0.86,0.36
1699,2024年10月30日,19:04,0,30,0.39,0,0.02,1,0.68,0,0.61,0.91
1700,2024年10月30日,19:05,0,71,0.35,0,0.47,1,0.67,1,0.90,0.23
1701,2024年10月30日,19:06,1,10,0.42,0,0.68,1,0.55,0,1.00,0.19
1702,2024年10月30日,19:07,0,79,0.46,0,0.14,1,0.70,0,0.30,0.84
1703,2024年10月30日,19:07,0,90,0.33,0,0.98,1,0.80,1,0.04,0.67
1704,2024年10月30日,19:09,0,14,0.85,0,0.23,1,0.10,0,0.85,0.26
1705,2024年10月30日,19:09,1,39,0.69,0,0.32,1,0.09,0,0.91,0.79
1706,2024年10月30日,19:09,1,49,0.97,0,0.65,1,0.91,1,0.16,0.95
1707,2024年10月30日,19:10,1,57,0.56,0,0.61,1,0.89,0,0.57,0.30
1708,2024年10月30日,19:11,1,17,0.84,0,0.73,1,0.60,0,0.53,0.11
1709,2024年10月30日,19:11,1,82,0.57,0,0.51,1,0.61,0,0.84,0.81
1710,2024年10月30日,19:12,1,17,0.76,0,0.53,1,0.97,1,0.89,0.07
1711,2024年10月30日,19:14,1,55,0.44,0,0.83,1,0.17,1,0.82,0.24
1712,2024年10月30日,19:14,1,82,0.21,1,0.63,0,0.21,0,0.06,0.46
1713,2024年10月30日,19:15,0,79,0.37,0,0.21,1,0.25,0,0.72,0.41
1714,2024年10月30日,19:16,1,21,0.10,1,0.87,0,0.51,0,0.59,0.80
1715,2024年10月30日,19:16,1,90,0.12,1,0.44,0,0.11,0,0.37,0.10
1716,2024年10月30日,19:18,0,70,0.23,1,0.49,0,0.63,1,0.35,0.46
1717,2024年10月30日,19:18,1,90,0.45,0,0.67,1,0.56,0,0.21,0.80
1718,2024年10月30日,19:20,1,48,0.94,0,0.76,1,0.24,0,0.19,0.56
